,Network,Station,Latitudes,Longitudes,Start Date,End Date,Channels
130,XD,MP06,45.831379,-122.195908,2014-05-01T00:00:00.000000Z,2016-12-31T23:59:59.000000Z,"['BHE', 'BHN', 'BHZ', 'HHE', 'HHN', 'HHZ', 'LHE', 'LHN', 'LHZ', 'VM1', 'VM2', 'VM3']"
131,XD,MP08,45.86615,-121.91156,2014-06-25T08:00:00.000000Z,2016-12-31T23:59:59.000000Z,"['BHE', 'BHN', 'BHZ', 'CHE', 'CHN', 'CHZ', 'HHE', 'HHN', 'HHZ', 'LHE', 'LHE', 'LHN', 'LHN', 'LHZ', 'LHZ', 'VM1', 'VM2', 'VM3']"
132,XD,MP10,45.898651,-121.800774,2014-05-01T00:00:00.000000Z,2016-12-31T23:59:59.000000Z,"['BHE', 'BHN', 'BHZ', 'HHE', 'HHN', 'HHZ', 'LHE', 'LHN', 'LHZ']"
133,XD,MQ07,45.808182,-122.107208,2014-05-01T00:00:00.000000Z,2016-12-31T23:59:59.000000Z,"['BHE', 'BHN', 'BHZ', 'HHE', 'HHN', 'HHZ', 'LHE', 'LHN', 'LHZ']"
134,TA,D05A,47.188099,-121.9888,2005-11-22T00:00:00.000000Z,2008-12-03T23:59:59.000000Z,"['ACE', 'ACE', 'ACE', 'BHE', 'BHE', 'BHE', 'BHN', 'BHN', 'BHN', 'BHZ', 'BHZ', 'BHZ', 'LCE', 'LCE', 'LCE', 'LCQ', 'LCQ', 'LCQ', 'LHE', 'LHE', 'LHE', 'LHN', 'LHN', 'LHN', 'LHZ', 'LHZ', 'LHZ', 'LOG', 'LOG', 'LOG', 'OCF', 'OCF', 'OCF', 'UHE', 'UHE', 'UHE', 'UHN', 'UHN', 'UHN', 'UHZ', 'UHZ', 'UHZ', 'VCO', 'VCO', 'VCO', 'VEA', 'VEA', 'VEA', 'VEC', 'VEC', 'VEC', 'VEP', 'VEP', 'VEP', 'VHE', 'VHE', 'VHE', 'VHN', 'VHN', 'VHN', 'VHZ', 'VHZ', 'VHZ', 'VKI', 'VKI', 'VKI', 'VM0', 'VM0', 'VM0', 'VM1', 'VM1', 'VM1', 'VM2', 'VM2', 'VM2', 'VM3', 'VM3', 'VM3', 'VM4', 'VM4', 'VM4', 'VM5', 'VM5', 'VM5', 'VM6', 'VM6', 'VM6', 'VPB', 'VPB', 'VPB']"
135,TA,D06A,47.193501,-120.844498,2006-09-12T00:00:00.000000Z,2008-05-12T23:59:59.000000Z,"['ACE', 'BHE', 'BHN', 'BHZ', 'LCE', 'LCQ', 'LHE', 'LHN', 'LHZ', 'LOG', 'OCF', 'UHE', 'UHN', 'UHZ', 'VCO', 'VEA', 'VEC', 'VEP', 'VHE', 'VHN', 'VHZ', 'VKI', 'VM0', 'VM1', 'VM2', 'VM3', 'VM4', 'VM5', 'VM6', 'VPB']"
136,TA,E05A,46.560501,-121.760803,2005-10-29T00:00:00.000000Z,2008-02-11T23:59:59.000000Z,"['ACE', 'ACE', 'ACE', 'BHE', 'BHE', 'BHE', 'BHE', 'BHN', 'BHN', 'BHN', 'BHN', 'BHZ', 'BHZ', 'BHZ', 'BHZ', 'LCE', 'LCE', 'LCE', 'LCQ', 'LCQ', 'LCQ', 'LHE', 'LHE', 'LHE', 'LHE', 'LHN', 'LHN', 'LHN', 'LHN', 'LHZ', 'LHZ', 'LHZ', 'LHZ', 'LOG', 'LOG', 'LOG', 'OCF', 'OCF', 'OCF', 'UHE', 'UHE', 'UHE', 'UHE', 'UHN', 'UHN', 'UHN', 'UHN', 'UHZ', 'UHZ', 'UHZ', 'UHZ', 'VCO', 'VCO', 'VCO', 'VEA', 'VEA', 'VEA', 'VEC', 'VEC', 'VEC', 'VEP', 'VEP', 'VEP', 'VHE', 'VHE', 'VHE', 'VHE', 'VHN', 'VHN', 'VHN', 'VHN', 'VHZ', 'VHZ', 'VHZ', 'VHZ', 'VKI', 'VKI', 'VKI', 'VM0', 'VM0', 'VM0', 'VM1', 'VM1', 'VM1', 'VM2', 'VM2', 'VM2', 'VM3', 'VM3', 'VM3', 'VM4', 'VM4', 'VM4', 'VM5', 'VM5', 'VM5', 'VM6', 'VM6', 'VM6', 'VPB', 'VPB', 'VPB']"
137,TA,E06A,46.543301,-120.979103,2006-08-28T00:00:00.000000Z,2008-05-13T23:59:59.000000Z,"['ACE', 'BHE', 'BHN', 'BHZ', 'LCE', 'LCQ', 'LHE', 'LHN', 'LHZ', 'LOG', 'OCF', 'UHE', 'UHN', 'UHZ', 'VCO', 'VEA', 'VEC', 'VEP', 'VHE', 'VHN', 'VHZ', 'VKI', 'VM0', 'VM1', 'VM2', 'VM3', 'VM4', 'VM5', 'VM6', 'VPB']"
138,TA,F04A,45.932499,-122.419296,2005-10-25T00:00:00.000000Z,2008-10-27T23:59:59.000000Z,"['ACE', 'ACE', 'ACE', 'BHE', 'BHE', 'BHE', 'BHN', 'BHN', 'BHN', 'BHZ', 'BHZ', 'BHZ', 'LCE', 'LCE', 'LCE', 'LCQ', 'LCQ', 'LCQ', 'LHE', 'LHE', 'LHE', 'LHN', 'LHN', 'LHN', 'LHZ', 'LHZ', 'LHZ', 'LOG', 'LOG', 'LOG', 'OCF', 'OCF', 'OCF', 'UHE', 'UHE', 'UHE', 'UHN', 'UHN', 'UHN', 'UHZ', 'UHZ', 'UHZ', 'VCO', 'VCO', 'VCO', 'VEA', 'VEA', 'VEA', 'VEC', 'VEC', 'VEC', 'VEP', 'VEP', 'VEP', 'VHE', 'VHE', 'VHE', 'VHN', 'VHN', 'VHN', 'VHZ', 'VHZ', 'VHZ', 'VKI', 'VKI', 'VKI', 'VM0', 'VM0', 'VM0', 'VM1', 'VM1', 'VM1', 'VM2', 'VM2', 'VM2', 'VM3', 'VM3', 'VM3', 'VM4', 'VM4', 'VM4', 'VM5', 'VM5', 'VM5', 'VM6', 'VM6', 'VM6', 'VPB', 'VPB', 'VPB']"
139,TA,F05A,45.8839,-121.458801,2005-11-02T00:00:00.000000Z,2008-01-26T23:59:59.000000Z,"['ACE', 'ACE', 'ACE', 'BHE', 'BHE', 'BHE', 'BHN', 'BHN', 'BHN', 'BHZ', 'BHZ', 'BHZ', 'LCE', 'LCE', 'LCE', 'LCQ', 'LCQ', 'LCQ', 'LHE', 'LHE', 'LHE', 'LHN', 'LHN', 'LHN', 'LHZ', 'LHZ', 'LHZ', 'LOG', 'LOG', 'LOG', 'OCF', 'OCF', 'OCF', 'UHE', 'UHE', 'UHE', 'UHN', 'UHN', 'UHN', 'UHZ', 'UHZ', 'UHZ', 'VCO', 'VCO', 'VCO', 'VEA', 'VEA', 'VEA', 'VEC', 'VEC', 'VEC', 'VEP', 'VEP', 'VEP', 'VHE', 'VHE', 'VHE', 'VHN', 'VHN', 'VHN', 'VHZ', 'VHZ', 'VHZ', 'VKI', 'VKI', 'VKI', 'VM0', 'VM0', 'VM0', 'VM1', 'VM1', 'VM1', 'VM2', 'VM2', 'VM2', 'VM3', 'VM3', 'VM3', 'VM4', 'VM4', 'VM4', 'VM5', 'VM5', 'VM5', 'VM6', 'VM6', 'VM6', 'VPB', 'VPB', 'VPB']"
140,TA,F05D,45.885201,-121.459702,2010-08-13T00:00:00.000000Z,2016-06-01T23:59:59.000000Z,"['ACE', 'BHE', 'BHN', 'BHZ', 'HHE', 'HHN', 'HHZ', 'HNE', 'HNN', 'HNZ', 'LCE', 'LCQ', 'LHE', 'LHN', 'LHZ', 'LNE', 'LNN', 'LNZ', 'LOG', 'OCF', 'UHE', 'UHN', 'UHZ', 'VCO', 'VEA', 'VEC', 'VEP', 'VHE', 'VHN', 'VHZ', 'VKI', 'VM0', 'VM1', 'VM2', 'VM3', 'VM4', 'VM5', 'VM6', 'VPB', 'BDF', 'BDO', 'LCE', 'LCE', 'LCO', 'LCO', 'LDF', 'LDM', 'LDM', 'LDO', 'LEP', 'LEP', 'LIM', 'LIM', 'LKM', 'LKM']"
141,TA,F06A,45.766399,-120.7817,2006-08-26T00:00:00.000000Z,2008-03-28T23:59:59.000000Z,"['ACE', 'ACE', 'BHE', 'BHE', 'BHN', 'BHN', 'BHZ', 'BHZ', 'LCE', 'LCE', 'LCQ', 'LCQ', 'LHE', 'LHE', 'LHN', 'LHN', 'LHZ', 'LHZ', 'LOG', 'LOG', 'OCF', 'OCF', 'UHE', 'UHE', 'UHN', 'UHN', 'UHZ', 'UHZ', 'VCO', 'VCO', 'VEA', 'VEA', 'VEC', 'VEC', 'VEP', 'VEP', 'VHE', 'VHE', 'VHN', 'VHN', 'VHZ', 'VHZ', 'VKI', 'VKI', 'VM0', 'VM0', 'VM1', 'VM1', 'VM2', 'VM2', 'VM3', 'VM3', 'VM4', 'VM4', 'VM5', 'VM5', 'VM6', 'VM6', 'VPB', 'VPB']"
142,TA,G04A,45.205898,-122.478401,2005-11-09T00:00:00.000000Z,2008-11-12T23:59:59.000000Z,"['ACE', 'ACE', 'ACE', 'ACE', 'ACE', 'BHE', 'BHE', 'BHE', 'BHE', 'BHE', 'BHN', 'BHN', 'BHN', 'BHN', 'BHN', 'BHZ', 'BHZ', 'BHZ', 'BHZ', 'BHZ', 'LCE', 'LCE', 'LCE', 'LCE', 'LCE', 'LCQ', 'LCQ', 'LCQ', 'LCQ', 'LCQ', 'LHE', 'LHE', 'LHE', 'LHE', 'LHE', 'LHN', 'LHN', 'LHN', 'LHN', 'LHN', 'LHZ', 'LHZ', 'LHZ', 'LHZ', 'LHZ', 'LOG', 'LOG', 'LOG', 'LOG', 'LOG', 'OCF', 'OCF', 'OCF', 'OCF', 'OCF', 'UHE', 'UHE', 'UHE', 'UHE', 'UHE', 'UHN', 'UHN', 'UHN', 'UHN', 'UHN', 'UHZ', 'UHZ', 'UHZ', 'UHZ', 'UHZ', 'VCO', 'VCO', 'VCO', 'VCO', 'VCO', 'VEA', 'VEA', 'VEA', 'VEA', 'VEA', 'VEC', 'VEC', 'VEC', 'VEC', 'VEC', 'VEP', 'VEP', 'VEP', 'VEP', 'VEP', 'VHE', 'VHE', 'VHE', 'VHE', 'VHE', 'VHN', 'VHN', 'VHN', 'VHN', 'VHN', 'VHZ', 'VHZ', 'VHZ', 'VHZ', 'VHZ', 'VKI', 'VKI', 'VKI', 'VKI', 'VKI', 'VM0', 'VM0', 'VM0', 'VM0', 'VM0', 'VM1', 'VM1', 'VM1', 'VM1', 'VM1', 'VM2', 'VM2', 'VM2', 'VM2', 'VM2', 'VM3', 'VM3', 'VM3', 'VM3', 'VM3', 'VM4', 'VM4', 'VM4', 'VM4', 'VM4', 'VM5', 'VM5', 'VM5', 'VM5', 'VM5', 'VM6', 'VM6', 'VM6', 'VM6', 'VM6', 'VPB', 'VPB', 'VPB', 'VPB', 'VPB']"
143,TA,G05A,45.242199,-121.316704,2005-11-03T00:00:00.000000Z,2008-03-27T23:59:59.000000Z,"['ACE', 'ACE', 'ACE', 'BHE', 'BHE', 'BHE', 'BHE', 'BHN', 'BHN', 'BHN', 'BHN', 'BHZ', 'BHZ', 'BHZ', 'BHZ', 'LCE', 'LCE', 'LCE', 'LCQ', 'LCQ', 'LCQ', 'LHE', 'LHE', 'LHE', 'LHE', 'LHN', 'LHN', 'LHN', 'LHN', 'LHZ', 'LHZ', 'LHZ', 'LHZ', 'LOG', 'LOG', 'LOG', 'OCF', 'OCF', 'OCF', 'UHE', 'UHE', 'UHE', 'UHE', 'UHN', 'UHN', 'UHN', 'UHN', 'UHZ', 'UHZ', 'UHZ', 'UHZ', 'VCO', 'VCO', 'VCO', 'VEA', 'VEA', 'VEA', 'VEC', 'VEC', 'VEC', 'VEP', 'VEP', 'VEP', 'VHE', 'VHE', 'VHE', 'VHE', 'VHN', 'VHN', 'VHN', 'VHN', 'VHZ', 'VHZ', 'VHZ', 'VHZ', 'VKI', 'VKI', 'VKI', 'VM0', 'VM0', 'VM0', 'VM1', 'VM1', 'VM1', 'VM2', 'VM2', 'VM2', 'VM3', 'VM3', 'VM3', 'VM4', 'VM4', 'VM4', 'VM5', 'VM5', 'VM5', 'VM6', 'VM6', 'VM6', 'VPB', 'VPB', 'VPB']"
144,TA,G05D,45.242199,-121.316704,2009-10-22T00:00:00.000000Z,2016-09-30T23:59:59.000000Z,"['ACE', 'BHE', 'BHN', 'BHZ', 'HHE', 'HHN', 'HHZ', 'HNE', 'HNN', 'HNZ', 'LCE', 'LCQ', 'LHE', 'LHN', 'LHZ', 'LNE', 'LNN', 'LNZ', 'LOG', 'OCF', 'UHE', 'UHN', 'UHZ', 'VCO', 'VEA', 'VEC', 'VEP', 'VHE', 'VHN', 'VHZ', 'VKI', 'VM0', 'VM1', 'VM2', 'VM3', 'VM4', 'VM5', 'VM6', 'VPB', 'BDF', 'BDO', 'LCE', 'LCE', 'LCO', 'LCO', 'LDF', 'LDM', 'LDM', 'LDO', 'LEP', 'LEP', 'LIM', 'LIM', 'LKM', 'LKM', 'QEP']"
145,TA,G06A,45.235699,-120.635101,2006-08-15T00:00:00.000000Z,2009-01-08T23:59:59.000000Z,"['ACE', 'ACE', 'BHE', 'BHE', 'BHN', 'BHN', 'BHZ', 'BHZ', 'LCE', 'LCE', 'LCQ', 'LCQ', 'LHE', 'LHE', 'LHN', 'LHN', 'LHZ', 'LHZ', 'LOG', 'LOG', 'OCF', 'OCF', 'UHE', 'UHE', 'UHN', 'UHN', 'UHZ', 'UHZ', 'VCO', 'VCO', 'VEA', 'VEA', 'VEC', 'VEC', 'VEP', 'VEP', 'VHE', 'VHE', 'VHN', 'VHN', 'VHZ', 'VHZ', 'VKI', 'VKI', 'VM0', 'VM0', 'VM1', 'VM1', 'VM2', 'VM2', 'VM3', 'VM3', 'VM4', 'VM4', 'VM5', 'VM5', 'VM6', 'VM6', 'VPB', 'VPB']"
146,CC,ARAT,46.789,-121.853,2020-08-06T00:00:00.000000Z,2024-03-12T21:01:39.563642Z,"['BHE', 'BHE', 'BHN', 'BHN', 'BHZ', 'BHZ', 'CHE', 'CHN', 'CHZ', 'BDF', 'BDF', 'CDF', 'BDF', 'BDF', 'CDF', 'BDF', 'BDF', 'CDF', 'HDF', 'HDF', 'HDF', 'HDF', 'HDF', 'HDF']"
147,CC,BRSP,45.40155,-121.70843,2020-07-22T00:00:00.000000Z,2024-03-12T21:01:39.563642Z,"['BHE', 'BHE', 'BHE', 'BHN', 'BHN', 'BHN', 'BHZ', 'BHZ', 'BHZ', 'CHE', 'CHN', 'CHZ', 'BDF', 'BDF', 'CDF']"
148,CC,CARB,46.98832,-122.00541,2018-10-16T00:00:00.000000Z,2024-03-12T21:01:39.563642Z,"['BHE', 'BHE', 'BHE', 'BHN', 'BHN', 'BHN', 'BHZ', 'BHZ', 'BHZ', 'CHE', 'CHN', 'CHZ']"
149,CC,COPP,46.79798,-121.82875,2022-09-20T11:00:00.000000Z,2024-03-12T21:01:39.563642Z,"['BHE', 'BHE', 'BHN', 'BHN', 'BHZ', 'BHZ', 'CHE', 'CHN', 'CHZ', 'BDF', 'BDF', 'BDF', 'CDF', 'BDF', 'BDF', 'BDF', 'CDF', 'BDF', 'BDF', 'BDF', 'CDF']"
150,CC,CRBN,46.988155,-121.961026,2020-10-22T00:00:00.000000Z,2024-03-12T21:01:39.563642Z,"['BHE', 'BHE', 'BHE', 'BHN', 'BHN', 'BHN', 'BHZ', 'BHZ', 'BHZ', 'CHE', 'CHN', 'CHZ', 'BDF', 'BDF', 'BDF', 'CDF', 'BDF', 'BDF', 'BDF', 'CDF', 'BDF', 'BDF', 'BDF', 'CDF']"
151,CC,ELBE,46.76645,-122.19329,2023-08-23T00:00:00.000000Z,2024-03-12T21:01:39.563642Z,"['BHE', 'BHN', 'BHZ']"
152,CC,FLAT,46.18951,-122.35646,2023-06-28T00:00:00.000000Z,2024-03-12T21:01:39.563642Z,"['BHE', 'BHN', 'BHZ']"
153,CC,GNOB,46.79414,-121.91438,2022-10-18T13:21:00.000000Z,2024-03-12T21:01:39.563642Z,"['BHE', 'BHN', 'BHZ']"
154,CC,GOBB,46.79414,-121.91438,2022-09-07T00:00:00.000000Z,2024-03-12T21:01:39.563642Z,"['BHE', 'BHN', 'BHZ']"
155,CC,GTWY,46.740208,-121.916966,2020-10-28T20:00:00.000000Z,2024-03-12T21:01:39.563642Z,"['BHE', 'BHE', 'BHN', 'BHN', 'BHZ', 'BHZ', 'CHE', 'CHN', 'CHZ', 'BDF', 'BDF', 'BDF', 'CDF', 'BDF', 'BDF', 'CDF', 'BDF', 'BDF', 'CDF']"
156,CC,GUAC,46.2192,-122.19233,2018-11-19T00:00:00.000000Z,2024-03-12T21:01:39.563642Z,"['CDF', 'HDF', 'HDF', 'HDF', 'HDF', 'CDF', 'HDF', 'HDF', 'HDF', 'HDF', 'CDF', 'HDF', 'HDF', 'HDF', 'HDF', 'CDF', 'HDF', 'HDF', 'HDF', 'HDF', 'CDF', 'HDF', 'HDF']"
157,CC,HIYU,45.43523,-121.807396,2013-11-19T00:00:00.000000Z,2024-03-12T21:01:39.563642Z,"['BHE', 'BHE', 'BHN', 'BHN', 'BHZ', 'BHZ', 'CHE', 'CHN', 'CHZ']"
158,CC,HOA,46.24178,-122.19183,2021-06-08T00:00:00.000000Z,2024-03-12T21:01:39.563642Z,"['BHE', 'BHE', 'BHN', 'BHN', 'BHZ', 'BHZ', 'CHE', 'CHN', 'CHZ', 'BDF', 'BDF', 'CDF', 'BDF', 'BDF', 'CDF', 'BDF', 'BDF', 'CDF', 'HDF', 'HDF', 'HDF', 'HDF', 'HDF']"
159,CC,HTHR,45.338775,-121.659045,2021-01-05T00:00:00.000000Z,2021-03-11T22:00:00.000000Z,"['HDF', 'HDF', 'HDF', 'HDF', 'HDF', 'HDF', 'HDF']"
160,CC,HUT1,45.61126,-122.49676,2023-02-10T00:00:00.000000Z,2024-03-12T21:01:39.563642Z,"['BHE', 'BHN', 'BHZ', 'BDF']"
161,CC,JRO,46.27527,-122.21826,2004-10-02T00:00:00.000000Z,2024-03-12T21:01:39.563642Z,"['HHE', 'HHN', 'HHZ']"
162,CC,KAUT,46.730263,-121.857381,2020-09-02T00:00:00.000000Z,2024-03-12T21:01:39.563642Z,"['BHE', 'BHE', 'BHN', 'BHN', 'BHZ', 'BHZ', 'CHE', 'CHN', 'CHZ', 'BDF', 'BDF', 'CDF', 'BDF', 'BDF', 'CDF', 'BDF', 'BDF', 'BDF', 'CDF']"
163,CC,KAVK,46.76041,-122.03856,2023-08-22T00:00:00.000000Z,2024-03-12T21:01:39.563642Z,"['BHE', 'BHE', 'BHN', 'BHN', 'BHZ', 'BHZ']"
164,CC,LOO,46.22375,-122.18439,2021-06-08T00:00:00.000000Z,2024-03-12T21:01:39.563642Z,"['BHE', 'BHE', 'BHN', 'BHN', 'BHZ', 'BHZ', 'CHE', 'CHN', 'CHZ']"
165,CC,LSON,45.3596,-121.64719,2020-07-22T00:00:00.000000Z,2024-03-12T21:01:39.563642Z,"['BHE', 'BHE', 'BHE', 'BHN', 'BHN', 'BHN', 'BHZ', 'BHZ', 'BHZ', 'CHE', 'CHN', 'CHZ', 'BDF', 'BDF', 'CDF']"
166,CC,MAR,46.28532,-122.29667,2021-06-17T00:00:00.000000Z,2024-03-12T21:01:39.563642Z,"['BHE', 'BHE', 'BHN', 'BHN', 'BHZ', 'BHZ', 'CHE', 'CHN', 'CHZ', 'BDF', 'BDF', 'CDF', 'BDF', 'BDF', 'CDF', 'BDF', 'BDF', 'BDF', 'CDF']"
167,CC,MHX,45.344186,-121.672363,2021-01-05T00:00:00.000000Z,2022-06-02T00:00:00.000000Z,"['HDF', 'HDF', 'HDF', 'HDF', 'HDF', 'HDF', 'HDF', 'HDF', 'HDF', 'HDF', 'HDF', 'HDF', 'HDF', 'HDF']"
168,CC,MILD,46.8081,-121.77568,2022-09-20T00:00:00.000000Z,2024-03-12T21:01:39.563642Z,"['BHE', 'BHE', 'BHN', 'BHN', 'BHZ', 'BHZ', 'CHE', 'CHN', 'CHZ', 'BDF', 'BDF', 'CDF', 'BDF', 'BDF', 'CDF', 'BDF', 'BDF', 'CDF']"
169,CC,MIRR,46.8005,-121.8376,2020-07-14T00:00:00.000000Z,2022-09-04T00:00:00.000000Z,"['HDF', 'HDF', 'HDF', 'HDF', 'HDF', 'HDF', 'HDF', 'HDF', 'HDF', 'HDF', 'HDF', 'HDF', 'HDF', 'HDF']"
170,CC,NFT,46.27,-122.25611,2021-06-08T00:00:00.000000Z,2024-03-12T21:01:39.563642Z,"['BHE', 'BHE', 'BHE', 'BHN', 'BHN', 'BHN', 'BHZ', 'BHZ', 'BHZ', 'CHE', 'CHN', 'CHZ']"
171,CC,NMSF,46.215371,-122.24465,2021-10-07T00:00:00.000000Z,2021-11-22T00:00:00.000000Z,"['HDF', 'HDF', 'HDF', 'HDF', 'HDF']"
172,CC,OBSR,46.899719,-121.815331,2008-11-19T00:00:00.000000Z,2024-03-12T21:01:39.563642Z,"['BHE', 'BHN', 'BHZ']"
173,CC,OPCH,46.731288,-121.5713,2020-10-26T00:00:00.000000Z,2024-03-12T21:01:39.563642Z,"['BHE', 'BHE', 'BHN', 'BHN', 'BHZ', 'BHZ', 'CHE', 'CHN', 'CHZ', 'BDF', 'BDF', 'CDF', 'BDF', 'BDF', 'CDF', 'BDF', 'BDF', 'CDF']"
174,CC,PALM,45.358574,-121.705536,2014-09-28T00:00:00.000000Z,2024-03-12T21:01:39.563642Z,"['BHE', 'BHN', 'BHZ']"
175,CC,PANH,46.859032,-121.642592,2007-09-10T00:00:00.000000Z,2024-03-12T21:01:39.563642Z,"['BHE', 'BHE', 'BHE', 'BHN', 'BHN', 'BHN', 'BHZ', 'BHZ', 'BHZ']"
176,CC,PARA,46.786441,-121.742195,2020-10-07T00:00:00.000000Z,2024-03-12T21:01:39.563642Z,"['BHE', 'BHE', 'BHN', 'BHN', 'BHZ', 'BHZ', 'CHE', 'CHN', 'CHZ', 'BDF', 'BDF', 'CDF', 'BDF', 'BDF', 'CDF', 'BDF', 'BDF', 'BDF', 'CDF']"
177,CC,PR01,46.910103,-122.037586,2016-11-03T00:00:00.000000Z,2024-03-12T21:01:39.564643Z,"['BHE', 'BHN', 'BHZ']"
178,CC,PR02,46.918303,-122.048695,2016-11-17T00:00:00.000000Z,2024-03-12T21:01:39.564643Z,"['BHE', 'BHN', 'BHZ']"
179,CC,PR03,46.903433,-122.032691,2016-09-15T00:00:00.000000Z,2024-03-12T21:01:39.564643Z,"['BHE', 'BHE', 'BHN', 'BHN', 'BHZ', 'BHZ', 'BDF', 'BDF', 'BDF', 'BDF', 'BDF']"
180,CC,PR04,46.929773,-121.988592,2017-01-01T00:00:00.000000Z,2024-03-12T21:01:39.564643Z,"['BHE', 'BHN', 'BHZ', 'BDF', 'BDF', 'BDF', 'BDF']"
181,CC,PR05,46.841723,-121.948863,2017-09-28T00:00:00.000000Z,2024-03-12T21:01:39.564643Z,"['BHE', 'BHE', 'BHN', 'BHN', 'BHZ', 'BHZ', 'CHE', 'CHN', 'CHZ', 'BDF', 'BDF', 'BDF', 'CDF', 'BDF', 'BDF', 'BDF', 'CDF', 'BDF', 'BDF', 'BDF', 'CDF']"
182,CC,REM,46.2002,-122.1855,2018-07-25T00:00:00.000000Z,2024-03-12T21:01:39.564643Z,"['BHE', 'BHN', 'BHZ']"
183,CC,RUSH,46.90305,-121.94419,2019-06-20T00:00:00.000000Z,2024-03-12T21:01:39.564643Z,"['BHE', 'BHN', 'BHZ']"
184,CC,SEP,46.19978,-122.190857,2004-11-05T00:00:00.000000Z,2024-03-12T21:01:39.564643Z,"['BHE', 'BHE', 'BHN', 'BHN', 'BHZ', 'BHZ', 'CHE', 'CHN', 'CHZ', 'BDF', 'BDF', 'CDF']"
185,CC,SHRK,45.464317,-121.52877,2015-08-04T00:00:00.000000Z,2024-03-12T21:01:39.564643Z,"['BHE', 'BHE', 'BHE', 'BHN', 'BHN', 'BHN', 'BHZ', 'BHZ', 'BHZ']"
186,CC,SIFT,46.86683,-121.95329,2019-06-20T00:00:00.000000Z,2024-03-12T21:01:39.564643Z,"['BHE', 'BHE', 'BHE', 'BHN', 'BHN', 'BHN', 'BHZ', 'BHZ', 'BHZ', 'BDF', 'BDF', 'BDF', 'BDF', 'BDF', 'BDF']"
187,CC,SMSF,46.20771,-122.25082,2021-09-16T00:00:00.000000Z,2021-11-22T00:00:00.000000Z,"['HDF', 'HDF', 'HDF', 'HDF', 'HDF', 'HDF']"
188,CC,STAD,45.339172,-121.659385,2021-03-11T23:00:00.000000Z,2024-03-12T21:01:39.564643Z,"['HDF', 'HDF', 'HDF', 'HDF', 'HDF', 'HDF', 'HDF', 'HDF', 'HDF', 'HDF', 'HDF', 'HDF', 'HDF', 'HDF', 'HDF', 'HDF']"
189,CC,STD,46.23749,-122.22421,2004-10-05T00:00:00.000000Z,2024-03-12T21:01:39.564643Z,"['BHE', 'BHE', 'BHN', 'BHN', 'BHZ', 'BHZ', 'CHE', 'CHN', 'CHZ']"
190,CC,STYX,46.963747,-122.080535,2022-05-25T00:00:00.000000Z,2024-03-12T21:01:39.564643Z,"['BHE', 'BHE', 'BHN', 'BHN', 'BHZ', 'BHZ', 'CHE', 'CHN', 'CHZ', 'BDF', 'BDF', 'CDF', 'BDF', 'BDF', 'CDF', 'BDF', 'BDF', 'CDF']"
191,CC,SUG,46.215549,-122.176262,2009-08-07T00:00:00.000000Z,2024-03-12T21:01:39.564643Z,"['BHE', 'BHE', 'BHN', 'BHN', 'BHZ', 'BHZ', 'CHE', 'CHN', 'CHZ']"
192,CC,SWF2,46.178349,-122.216766,2013-08-29T00:00:00.000000Z,2024-03-12T21:01:39.564643Z,"['BHE', 'BHN', 'BHZ']"
193,CC,TABR,46.80435,-121.84948,2022-09-26T00:00:00.000000Z,2024-03-12T21:01:39.564643Z,"['BHE', 'BHE', 'BHN', 'BHN', 'BHZ', 'BHZ', 'CHE', 'CHN', 'CHZ', 'BDF', 'BDF', 'CDF']"
194,CC,TAVI,46.7957,-121.88423,2022-09-26T00:00:00.000000Z,2024-03-12T21:01:39.564643Z,"['BHE', 'BHE', 'BHN', 'BHN', 'BHZ', 'BHZ', 'CHE', 'CHN', 'CHZ', 'BDF', 'BDF', 'CDF', 'BDF', 'BDF', 'CDF', 'BDF', 'BDF', 'CDF']"
195,CC,TIMB,45.33572,-121.710358,2006-09-29T00:00:00.000000Z,2024-03-12T21:01:39.564643Z,"['BHE', 'BHE', 'BHN', 'BHN', 'BHZ', 'BHZ', 'CHE', 'CHN', 'CHZ']"
196,CC,TRON,46.9977,-122.1753,2022-05-25T00:00:00.000000Z,2024-03-12T21:01:39.564643Z,"['BHE', 'BHE', 'BHN', 'BHN', 'BHZ', 'BHZ', 'CHE', 'CHN', 'CHZ']"
197,CC,UNFR,46.27251,-122.291983,2021-06-17T00:00:00.000000Z,2024-03-12T21:01:39.564643Z,"['BHE', 'BHN', 'BHZ']"
198,CC,USFR,46.215333,-122.232778,2022-06-30T00:00:00.000000Z,2024-03-12T21:01:39.564643Z,"['BHE', 'BHE', 'BHN', 'BHN', 'BHZ', 'BHZ', 'CHE', 'CHN', 'CHZ']"
199,CC,VALT,46.214218,-122.189247,2006-08-01T00:00:00.000000Z,2024-03-12T21:01:39.564643Z,"['BHE', 'BHN', 'BHZ']"
200,CC,VOIT,46.96636,-121.98328,2019-09-25T00:00:00.000000Z,2024-03-12T21:01:39.564643Z,"['BHE', 'BHN', 'BHZ']"
201,CC,WOW,46.78003,-121.8851,2022-09-27T00:00:00.000000Z,2024-03-12T21:01:39.564643Z,"['BHE', 'BHE', 'BHN', 'BHN', 'BHZ', 'BHZ', 'CHE', 'CHN', 'CHZ', 'BDF', 'BDF', 'CDF']"
